"","SampleID","ITS_ID","sample_name","Replicate","Site","Site_Grass","Site.Rep","Grass","Grass_Rep","Edge","SiteName","MAT_degC","MAP_mm","CollectionDate","Latitude","Longitude","Elevation_m","Grassland","Gradient","Bin","julianday","coll_GDD","GDD30yr","GDD3yr","GDD2015","ppt30yr","ppt3yr","ppt2015","soil_moisture","GWC","perc_moisture","pH","phos","ammonium","nitrate","SOM","herbivory_perc","avg_SLA","avg_SRL"
"X1351_1542","X1351_1542","SRR13800949","KNZ_ANGE_3",3,"KNZ","KNZ_ANGE","KNZ.3","ANGE","ANGE_3","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.851604728,0.174253697,14.83952719,6.7,0.202185596,1.016343603,0.40264087,6.986422394,1.041666667,122.5523064,1514.183045
"X1351_1543","X1351_1543","SRR13800948","KNZ_ANGE_4",4,"KNZ","KNZ_ANGE","KNZ.4","ANGE","ANGE_4","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.851604728,0.174253697,14.83952719,6.7,0.202185596,1.016343603,0.40264087,6.986422394,1.041666667,122.5523064,1514.183045
"X1351_1544","X1351_1544","SRR13800947","KNZ_ANGE_5",5,"KNZ","KNZ_ANGE","KNZ.5","ANGE","ANGE_5","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.851604728,0.174253697,14.83952719,6.7,0.202185596,1.016343603,0.40264087,6.986422394,1.041666667,122.5523064,1514.183045
"X1351_1545","X1351_1545","SRR13800946","KNZ_ANGE_6",6,"KNZ","KNZ_ANGE","KNZ.6","ANGE","ANGE_6","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.851604728,0.174253697,14.83952719,6.7,0.202185596,1.016343603,0.40264087,6.986422394,1.041666667,122.5523064,1514.183045
"X1351_1546","X1351_1546","SRR13800945","KNZ_ANGE_7",7,"KNZ","KNZ_ANGE","KNZ.7","ANGE","ANGE_7","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.851604728,0.174253697,14.83952719,6.7,0.202185596,1.016343603,0.40264087,6.986422394,1.041666667,122.5523064,1514.183045
"X1351_1547","X1351_1547","SRR13800944","KNZ_ANGE_8",8,"KNZ","KNZ_ANGE","KNZ.8","ANGE","ANGE_8","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.851604728,0.174253697,14.83952719,6.7,0.202185596,1.016343603,0.40264087,6.986422394,1.041666667,122.5523064,1514.183045
"X1351_1548","X1351_1548","SRR13800943","KNZ_ANGE_9",9,"KNZ","KNZ_ANGE","KNZ.9","ANGE","ANGE_9","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.851604728,0.174253697,14.83952719,6.7,0.202185596,1.016343603,0.40264087,6.986422394,1.041666667,122.5523064,1514.183045
"X1351_1348","X1351_1348","SRR13800940","KNZ_BOGR_10",10,"KNZ","KNZ_BOGR","KNZ.10","BOGR","BOGR_10","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.877975324,0.138984175,12.2024676,5.76,0.195236004,1.007334048,0.39907159,11.13931577,0,127.4282289,1551.149992
"X1351_1350","X1351_1350","SRR13800938","KNZ_BOGR_12",12,"KNZ","KNZ_BOGR","KNZ.12","BOGR","BOGR_12","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.877975324,0.138984175,12.2024676,5.76,0.195236004,1.007334048,0.39907159,11.13931577,0,127.4282289,1551.149992
"X1351_639","X1351_639","SRR13800937","KNZ_BOGR_2",2,"KNZ","KNZ_BOGR","KNZ.2","BOGR","BOGR_2","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.877975324,0.138984175,12.2024676,5.76,0.195236004,1.007334048,0.39907159,11.13931577,0,127.4282289,1551.149992
"X1351_640","X1351_640","SRR13800936","KNZ_BOGR_3",3,"KNZ","KNZ_BOGR","KNZ.3","BOGR","BOGR_3","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.877975324,0.138984175,12.2024676,5.76,0.195236004,1.007334048,0.39907159,11.13931577,0,127.4282289,1551.149992
"X1351_641","X1351_641","SRR13801151","KNZ_BOGR_4",4,"KNZ","KNZ_BOGR","KNZ.4","BOGR","BOGR_4","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.877975324,0.138984175,12.2024676,5.76,0.195236004,1.007334048,0.39907159,11.13931577,0,127.4282289,1551.149992
"X1351_642","X1351_642","SRR13801150","KNZ_BOGR_5",5,"KNZ","KNZ_BOGR","KNZ.5","BOGR","BOGR_5","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.877975324,0.138984175,12.2024676,5.76,0.195236004,1.007334048,0.39907159,11.13931577,0,127.4282289,1551.149992
"X1351_643","X1351_643","SRR13801149","KNZ_BOGR_6",6,"KNZ","KNZ_BOGR","KNZ.6","BOGR","BOGR_6","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.877975324,0.138984175,12.2024676,5.76,0.195236004,1.007334048,0.39907159,11.13931577,0,127.4282289,1551.149992
"X1351_645","X1351_645","SRR13801147","KNZ_BOGR_8",8,"KNZ","KNZ_BOGR","KNZ.8","BOGR","BOGR_8","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.877975324,0.138984175,12.2024676,5.76,0.195236004,1.007334048,0.39907159,11.13931577,0,127.4282289,1551.149992
"X1351_646","X1351_646","SRR13801145","KNZ_BOGR_9",9,"KNZ","KNZ_BOGR","KNZ.9","BOGR","BOGR_9","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.877975324,0.138984175,12.2024676,5.76,0.195236004,1.007334048,0.39907159,11.13931577,0,127.4282289,1551.149992
"X1351_1573","X1351_1573","SRR13801143","KNZ_BUDA_10",10,"KNZ","KNZ_BUDA","KNZ.10","BUDA","BUDA_10","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.882304888,0.133395059,11.76951125,6.38,0.19151887,0.978763588,0.387752943,10.40829231,0.083333333,171.3541149,1481.114678
"X1351_1574","X1351_1574","SRR13801142","KNZ_BUDA_11",11,"KNZ","KNZ_BUDA","KNZ.11","BUDA","BUDA_11","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.882304888,0.133395059,11.76951125,6.38,0.19151887,0.978763588,0.387752943,10.40829231,0.083333333,171.3541149,1481.114678
"X1351_1575","X1351_1575","SRR13801141","KNZ_BUDA_12",12,"KNZ","KNZ_BUDA","KNZ.12","BUDA","BUDA_12","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.882304888,0.133395059,11.76951125,6.38,0.19151887,0.978763588,0.387752943,10.40829231,0.083333333,171.3541149,1481.114678
"X1351_1564","X1351_1564","SRR13801144","KNZ_BUDA_1",1,"KNZ","KNZ_BUDA","KNZ.1","BUDA","BUDA_1","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.882304888,0.133395059,11.76951125,6.38,0.19151887,0.978763588,0.387752943,10.40829231,0.083333333,171.3541149,1481.114678
"X1351_1565","X1351_1565","SRR13801140","KNZ_BUDA_2",2,"KNZ","KNZ_BUDA","KNZ.2","BUDA","BUDA_2","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.882304888,0.133395059,11.76951125,6.38,0.19151887,0.978763588,0.387752943,10.40829231,0.083333333,171.3541149,1481.114678
"X1351_1566","X1351_1566","SRR13801139","KNZ_BUDA_3",3,"KNZ","KNZ_BUDA","KNZ.3","BUDA","BUDA_3","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.882304888,0.133395059,11.76951125,6.38,0.19151887,0.978763588,0.387752943,10.40829231,0.083333333,171.3541149,1481.114678
"X1351_1567","X1351_1567","SRR13801138","KNZ_BUDA_4",4,"KNZ","KNZ_BUDA","KNZ.4","BUDA","BUDA_4","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.882304888,0.133395059,11.76951125,6.38,0.19151887,0.978763588,0.387752943,10.40829231,0.083333333,171.3541149,1481.114678
"X1351_1569","X1351_1569","SRR13801136","KNZ_BUDA_6",6,"KNZ","KNZ_BUDA","KNZ.6","BUDA","BUDA_6","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.882304888,0.133395059,11.76951125,6.38,0.19151887,0.978763588,0.387752943,10.40829231,0.083333333,171.3541149,1481.114678
"X1351_1570","X1351_1570","SRR13801134","KNZ_BUDA_7",7,"KNZ","KNZ_BUDA","KNZ.7","BUDA","BUDA_7","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.882304888,0.133395059,11.76951125,6.38,0.19151887,0.978763588,0.387752943,10.40829231,0.083333333,171.3541149,1481.114678
"X1351_1571","X1351_1571","SRR13801133","KNZ_BUDA_8",8,"KNZ","KNZ_BUDA","KNZ.8","BUDA","BUDA_8","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.882304888,0.133395059,11.76951125,6.38,0.19151887,0.978763588,0.387752943,10.40829231,0.083333333,171.3541149,1481.114678
"X1351_1572","X1351_1572","SRR13801132","KNZ_BUDA_9",9,"KNZ","KNZ_BUDA","KNZ.9","BUDA","BUDA_9","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.882304888,0.133395059,11.76951125,6.38,0.19151887,0.978763588,0.387752943,10.40829231,0.083333333,171.3541149,1481.114678
"X1351_1561","X1351_1561","SRR13801130","KNZ_SCSC_10",10,"KNZ","KNZ_SCSC","KNZ.10","SCSC","SCSC_10","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.850094093,0.17634037,14.99059068,5.12,0.202686481,1.011478825,0.40071361,7.129061769,0.625,141.864313,1668.571274
"X1351_1562","X1351_1562","SRR13801129","KNZ_SCSC_11",11,"KNZ","KNZ_SCSC","KNZ.11","SCSC","SCSC_11","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.850094093,0.17634037,14.99059068,5.12,0.202686481,1.011478825,0.40071361,7.129061769,0.625,141.864313,1668.571274
"X1351_1563","X1351_1563","SRR13801128","KNZ_SCSC_12",12,"KNZ","KNZ_SCSC","KNZ.12","SCSC","SCSC_12","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.850094093,0.17634037,14.99059068,5.12,0.202686481,1.011478825,0.40071361,7.129061769,0.625,141.864313,1668.571274
"X1351_1552","X1351_1552","SRR13801131","KNZ_SCSC_1",1,"KNZ","KNZ_SCSC","KNZ.1","SCSC","SCSC_1","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.850094093,0.17634037,14.99059068,5.12,0.202686481,1.011478825,0.40071361,7.129061769,0.625,141.864313,1668.571274
"X1351_1554","X1351_1554","SRR13801396","KNZ_SCSC_3",3,"KNZ","KNZ_SCSC","KNZ.3","SCSC","SCSC_3","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.850094093,0.17634037,14.99059068,5.12,0.202686481,1.011478825,0.40071361,7.129061769,0.625,141.864313,1668.571274
"X1351_1555","X1351_1555","SRR13801395","KNZ_SCSC_4",4,"KNZ","KNZ_SCSC","KNZ.4","SCSC","SCSC_4","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.850094093,0.17634037,14.99059068,5.12,0.202686481,1.011478825,0.40071361,7.129061769,0.625,141.864313,1668.571274
"X1351_1556","X1351_1556","SRR13801393","KNZ_SCSC_5",5,"KNZ","KNZ_SCSC","KNZ.5","SCSC","SCSC_5","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.850094093,0.17634037,14.99059068,5.12,0.202686481,1.011478825,0.40071361,7.129061769,0.625,141.864313,1668.571274
"X1351_1557","X1351_1557","SRR13801392","KNZ_SCSC_6",6,"KNZ","KNZ_SCSC","KNZ.6","SCSC","SCSC_6","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.850094093,0.17634037,14.99059068,5.12,0.202686481,1.011478825,0.40071361,7.129061769,0.625,141.864313,1668.571274
"X1351_1558","X1351_1558","SRR13801391","KNZ_SCSC_7",7,"KNZ","KNZ_SCSC","KNZ.7","SCSC","SCSC_7","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.850094093,0.17634037,14.99059068,5.12,0.202686481,1.011478825,0.40071361,7.129061769,0.625,141.864313,1668.571274
"X1351_1559","X1351_1559","SRR13801390","KNZ_SCSC_8",8,"KNZ","KNZ_SCSC","KNZ.8","SCSC","SCSC_8","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.850094093,0.17634037,14.99059068,5.12,0.202686481,1.011478825,0.40071361,7.129061769,0.625,141.864313,1668.571274
"X1351_1560","X1351_1560","SRR13801389","KNZ_SCSC_9",9,"KNZ","KNZ_SCSC","KNZ.9","SCSC","SCSC_9","no","Konza Prairie",12.9,860,"8/3/15",39.0745,-96.6036,860,"tallgrass","East","North",215,2791.527778,4543.277778,4323.598333,4528.675,751.5800018,733.2199998,793.5399938,0.850094093,0.17634037,14.99059068,5.12,0.202686481,1.011478825,0.40071361,7.129061769,0.625,141.864313,1668.571274
"X1351_1597","X1351_1597","SRR13801387","LAR_ANGE_10",10,"LAR","LAR_ANGE","LAR.10","ANGE","ANGE_10","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.979259933,0.021179327,2.074006679,7.88,0.173458999,0.893235871,0.353869761,0.450826163,2.75,139.7825933,1239.511961
"X1351_1598","X1351_1598","SRR13801386","LAR_ANGE_11",11,"LAR","LAR_ANGE","LAR.11","ANGE","ANGE_11","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.979259933,0.021179327,2.074006679,7.88,0.173458999,0.893235871,0.353869761,0.450826163,2.75,139.7825933,1239.511961
"X1351_1588","X1351_1588","SRR13801388","LAR_ANGE_1",1,"LAR","LAR_ANGE","LAR.1","ANGE","ANGE_1","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.979259933,0.021179327,2.074006679,7.88,0.173458999,0.893235871,0.353869761,0.450826163,2.75,139.7825933,1239.511961
"X1351_1589","X1351_1589","SRR13801384","LAR_ANGE_2",2,"LAR","LAR_ANGE","LAR.2","ANGE","ANGE_2","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.979259933,0.021179327,2.074006679,7.88,0.173458999,0.893235871,0.353869761,0.450826163,2.75,139.7825933,1239.511961
"X1351_1590","X1351_1590","SRR13801382","LAR_ANGE_3",3,"LAR","LAR_ANGE","LAR.3","ANGE","ANGE_3","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.979259933,0.021179327,2.074006679,7.88,0.173458999,0.893235871,0.353869761,0.450826163,2.75,139.7825933,1239.511961
"X1351_1591","X1351_1591","SRR13801381","LAR_ANGE_4",4,"LAR","LAR_ANGE","LAR.4","ANGE","ANGE_4","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.979259933,0.021179327,2.074006679,7.88,0.173458999,0.893235871,0.353869761,0.450826163,2.75,139.7825933,1239.511961
"X1351_1592","X1351_1592","SRR13801380","LAR_ANGE_5",5,"LAR","LAR_ANGE","LAR.5","ANGE","ANGE_5","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.979259933,0.021179327,2.074006679,7.88,0.173458999,0.893235871,0.353869761,0.450826163,2.75,139.7825933,1239.511961
"X1351_1593","X1351_1593","SRR13801379","LAR_ANGE_6",6,"LAR","LAR_ANGE","LAR.6","ANGE","ANGE_6","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.979259933,0.021179327,2.074006679,7.88,0.173458999,0.893235871,0.353869761,0.450826163,2.75,139.7825933,1239.511961
"X1351_1594","X1351_1594","SRR13801378","LAR_ANGE_7",7,"LAR","LAR_ANGE","LAR.7","ANGE","ANGE_7","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.979259933,0.021179327,2.074006679,7.88,0.173458999,0.893235871,0.353869761,0.450826163,2.75,139.7825933,1239.511961
"X1351_1595","X1351_1595","SRR13801377","LAR_ANGE_8",8,"LAR","LAR_ANGE","LAR.8","ANGE","ANGE_8","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.979259933,0.021179327,2.074006679,7.88,0.173458999,0.893235871,0.353869761,0.450826163,2.75,139.7825933,1239.511961
"X1351_1596","X1351_1596","SRR13801376","LAR_ANGE_9",9,"LAR","LAR_ANGE","LAR.9","ANGE","ANGE_9","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.979259933,0.021179327,2.074006679,7.88,0.173458999,0.893235871,0.353869761,0.450826163,2.75,139.7825933,1239.511961
"X1351_647","X1351_647","SRR13801375","LAR_BOGR_1",1,"LAR","LAR_BOGR","LAR.1","BOGR","BOGR_1","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.974064889,0.02662565,2.593511056,7.93,0.176351314,0.879949664,0.348606217,0.553535782,0,122.2946316,2659.686637
"X1351_648","X1351_648","SRR13801445","LAR_BOGR_2",2,"LAR","LAR_BOGR","LAR.2","BOGR","BOGR_2","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.974064889,0.02662565,2.593511056,7.93,0.176351314,0.879949664,0.348606217,0.553535782,0,122.2946316,2659.686637
"X1351_649","X1351_649","SRR13801444","LAR_BOGR_3",3,"LAR","LAR_BOGR","LAR.3","BOGR","BOGR_3","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.974064889,0.02662565,2.593511056,7.93,0.176351314,0.879949664,0.348606217,0.553535782,0,122.2946316,2659.686637
"X1351_652","X1351_652","SRR13801441","LAR_BOGR_6",6,"LAR","LAR_BOGR","LAR.6","BOGR","BOGR_6","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.974064889,0.02662565,2.593511056,7.93,0.176351314,0.879949664,0.348606217,0.553535782,0,122.2946316,2659.686637
"X1351_1585","X1351_1585","SRR13801435","LAR_SCSC_10",10,"LAR","LAR_SCSC","LAR.10","SCSC","SCSC_10","no","LAR",NA,NA,"8/9/15",40.66462,-98.9063,632,"tallgrass","Middle","North",221,2451.277778,3800.277778,3929.715,4108.125,584.7899933,606.2066707,620.3600091,0.882023524,0.133756609,11.79764757,8.18,0.193927609,0.981620969,0.38888494,1.380489822,0.458333333,153.4091888,1536.777412
